customer_id,age,job,marital,education,default,balance,housing,loan,contact,date,duration,campaign,pdays,previous,poutcome,deposit
15568982,49,admin.,divorced,secondary,no,168,yes,yes,unknown,2008-05-08,513,1,-1,0,unknown,yes
15577657,28,admin.,divorced,secondary,no,785,yes,no,unknown,2008-05-08,442,2,-1,0,unknown,yes
15597945,43,management,single,tertiary,no,2067,yes,no,unknown,2008-05-08,756,1,-1,0,unknown,yes
15699309,43,management,divorced,tertiary,no,388,yes,no,unknown,2008-05-08,2087,2,-1,0,unknown,yes
15725737,43,blue-collar,married,primary,no,-192,yes,no,unknown,2008-05-08,1120,2,-1,0,unknown,yes
15625047,37,unemployed,single,secondary,no,381,yes,no,unknown,2008-05-08,985,2,-1,0,unknown,yes
15738191,35,blue-collar,single,secondary,no,40,yes,no,unknown,2008-05-09,617,4,-1,0,unknown,yes
15736816,31,technician,single,tertiary,no,22,yes,no,unknown,2008-05-09,483,3,-1,0,unknown,yes
15700772,43,blue-collar,single,secondary,no,3,yes,no,unknown,2008-05-09,929,3,-1,0,unknown,yes
15728693,31,admin.,married,secondary,no,307,yes,no,unknown,2008-05-09,538,1,-1,0,unknown,yes
15656300,28,blue-collar,single,secondary,no,759,yes,no,unknown,2008-05-09,710,1,-1,0,unknown,yes
15589475,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,2008-05-09,653,1,-1,0,unknown,yes
15706552,60,technician,married,primary,no,65,yes,no,unknown,2008-05-09,1028,2,-1,0,unknown,yes
15750181,26,blue-collar,single,secondary,no,82,yes,no,unknown,2008-05-09,654,1,-1,0,unknown,yes
15659428,40,blue-collar,married,secondary,no,10,yes,no,unknown,2008-05-09,1692,2,-1,0,unknown,yes
15732963,33,blue-collar,divorced,primary,no,390,yes,no,unknown,2008-05-09,665,2,-1,0,unknown,yes
15794171,32,management,single,tertiary,no,311,no,no,unknown,2008-05-12,757,2,-1,0,unknown,yes
15788448,35,blue-collar,married,primary,no,414,no,no,unknown,2008-05-13,504,4,-1,0,unknown,yes
15729599,33,management,divorced,secondary,no,5,yes,no,unknown,2008-05-13,1346,1,-1,0,unknown,yes
15717426,38,management,married,tertiary,no,119,yes,no,unknown,2008-05-13,568,4,-1,0,unknown,yes
15585768,23,entrepreneur,single,primary,no,4,yes,no,unknown,2008-05-13,395,2,-1,0,unknown,yes
15619360,60,blue-collar,married,primary,no,1262,yes,yes,unknown,2008-05-13,1015,1,-1,0,unknown,yes
15738148,48,management,married,tertiary,no,1949,yes,no,unknown,2008-05-13,683,2,-1,0,unknown,yes
15687946,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,2008-05-13,470,1,-1,0,unknown,yes
15755196,36,blue-collar,married,secondary,no,1165,yes,no,unknown,2008-05-13,1001,4,-1,0,unknown,yes
15684171,52,management,married,unknown,no,2240,yes,no,unknown,2008-05-13,845,1,-1,0,unknown,yes
15754849,35,blue-collar,divorced,primary,no,300,yes,no,unknown,2008-05-13,945,2,-1,0,unknown,yes
15602280,43,technician,married,secondary,no,3285,yes,no,unknown,2008-05-13,1721,2,-1,0,unknown,yes
15771573,52,housemaid,married,secondary,no,3923,yes,no,unknown,2008-05-14,942,3,-1,0,unknown,yes
15766205,53,technician,divorced,primary,no,1443,yes,no,unknown,2008-05-14,476,1,-1,0,unknown,yes
15771873,48,blue-collar,divorced,primary,no,24,yes,no,unknown,2008-05-14,832,1,-1,0,unknown,yes
15616550,41,blue-collar,single,primary,no,1618,yes,no,unknown,2008-05-14,1553,1,-1,0,unknown,yes
15768193,39,management,divorced,tertiary,no,517,yes,yes,unknown,2008-05-14,1328,1,-1,0,unknown,yes
15683553,59,retired,married,secondary,no,1521,yes,yes,unknown,2008-05-14,1125,2,-1,0,unknown,yes
15702298,41,blue-collar,married,secondary,no,2823,yes,no,unknown,2008-05-14,858,1,-1,0,unknown,yes
15569590,48,blue-collar,married,secondary,no,1405,yes,no,unknown,2008-05-14,629,2,-1,0,unknown,yes
15760861,40,admin.,married,secondary,no,1535,yes,no,unknown,2008-05-14,704,1,-1,0,unknown,yes
15630053,48,blue-collar,married,secondary,no,1596,yes,no,unknown,2008-05-14,760,1,-1,0,unknown,yes
15647091,60,retired,married,primary,no,1542,yes,no,unknown,2008-05-14,930,1,-1,0,unknown,yes
15623944,40,technician,single,unknown,no,3652,yes,no,unknown,2008-05-14,1028,2,-1,0,unknown,yes
15804771,57,technician,married,tertiary,no,-1,no,no,unknown,2008-05-14,850,2,-1,0,unknown,yes
15651280,51,blue-collar,married,secondary,no,7180,yes,no,unknown,2008-05-14,927,1,-1,0,unknown,yes
15773469,41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,2008-05-14,1423,3,-1,0,unknown,yes
15702014,41,blue-collar,married,secondary,no,1384,yes,no,unknown,2008-05-15,1162,4,-1,0,unknown,yes
15751208,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,2008-05-15,755,1,-1,0,unknown,yes
15592461,59,blue-collar,married,primary,no,320,yes,no,unknown,2008-05-15,695,1,-1,0,unknown,yes
15789484,44,blue-collar,married,unknown,no,146,yes,no,unknown,2008-05-15,483,1,-1,0,unknown,yes
15696061,49,unknown,married,primary,no,341,yes,yes,unknown,2008-05-15,520,2,-1,0,unknown,yes
15641582,40,services,married,primary,no,-9,yes,no,unknown,2008-05-15,920,2,-1,0,unknown,yes
15638424,41,admin.,married,primary,no,-306,yes,no,unknown,2008-05-15,500,1,-1,0,unknown,yes
15755648,44,technician,married,tertiary,no,4580,yes,no,unknown,2008-05-15,911,2,-1,0,unknown,yes
15703793,60,services,single,primary,no,313,yes,no,unknown,2008-05-15,920,2,-1,0,unknown,yes
15620344,29,management,married,tertiary,no,10576,no,no,unknown,2008-05-15,1224,2,-1,0,unknown,yes
15812518,41,retired,divorced,primary,no,-233,yes,no,unknown,2008-05-15,1156,2,-1,0,unknown,yes
15779052,41,blue-collar,married,primary,no,2453,yes,no,unknown,2008-05-15,1052,1,-1,0,unknown,yes
15770811,42,technician,single,secondary,no,1364,yes,no,unknown,2008-05-15,1867,6,-1,0,unknown,yes
15780961,36,services,single,unknown,no,281,yes,no,unknown,2008-05-16,515,1,-1,0,unknown,yes
15614049,39,technician,married,tertiary,no,94,yes,yes,unknown,2008-05-16,813,1,-1,0,unknown,yes
15662085,31,self-employed,single,tertiary,no,144,yes,no,unknown,2008-05-16,676,1,-1,0,unknown,yes
15575185,26,blue-collar,married,secondary,no,246,yes,no,unknown,2008-05-16,1143,3,-1,0,unknown,yes
15803136,31,blue-collar,married,secondary,no,92,yes,no,unknown,2008-05-16,688,1,-1,0,unknown,yes
15706021,29,admin.,single,secondary,no,163,yes,yes,unknown,2008-05-16,803,1,-1,0,unknown,yes
15663706,37,services,divorced,secondary,no,49,yes,no,unknown,2008-05-16,619,2,-1,0,unknown,yes
15641732,33,blue-collar,single,secondary,no,-416,yes,no,unknown,2008-05-16,767,2,-1,0,unknown,yes
15701164,24,technician,single,secondary,no,409,yes,no,unknown,2008-05-16,912,1,-1,0,unknown,yes
15738751,50,admin.,divorced,secondary,no,363,yes,no,unknown,2008-05-16,1340,1,-1,0,unknown,yes
15805254,27,technician,single,tertiary,no,3706,yes,no,unknown,2008-05-16,897,1,-1,0,unknown,yes
15762418,54,management,single,tertiary,no,4393,yes,no,unknown,2008-05-16,1297,3,-1,0,unknown,yes
15625759,30,technician,single,secondary,no,863,yes,no,unknown,2008-05-16,1193,5,-1,0,unknown,yes
15622897,34,blue-collar,married,primary,no,695,yes,yes,unknown,2008-05-16,1064,4,-1,0,unknown,yes
15767954,37,management,single,secondary,no,792,yes,no,unknown,2008-05-16,1187,4,-1,0,unknown,yes
15757535,41,admin.,single,secondary,no,1020,yes,no,unknown,2008-05-19,882,1,-1,0,unknown,yes
15731511,47,blue-collar,married,secondary,no,863,yes,no,unknown,2008-05-19,943,2,-1,0,unknown,yes
15809248,31,admin.,married,secondary,no,97,yes,no,unknown,2008-05-19,607,1,-1,0,unknown,yes
15640635,31,blue-collar,married,secondary,no,754,yes,no,unknown,2008-05-19,1022,4,-1,0,unknown,yes
15676966,43,services,divorced,secondary,no,1040,yes,no,unknown,2008-05-19,552,3,-1,0,unknown,yes
15699461,37,management,divorced,tertiary,no,122,yes,no,unknown,2008-05-19,1622,2,-1,0,unknown,yes
15738721,30,technician,single,tertiary,no,880,yes,yes,unknown,2008-05-19,967,6,-1,0,unknown,yes
15693683,41,technician,married,secondary,no,501,yes,no,unknown,2008-05-19,579,5,-1,0,unknown,yes
15604348,36,blue-collar,married,secondary,no,4438,yes,no,unknown,2008-05-20,446,1,-1,0,unknown,yes
15633059,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,2008-05-20,1205,1,-1,0,unknown,yes
15808582,29,services,single,secondary,no,271,yes,no,unknown,2008-05-20,1882,2,-1,0,unknown,yes
15743192,35,blue-collar,married,primary,no,102,yes,no,unknown,2008-05-20,1334,1,-1,0,unknown,yes
15580146,31,blue-collar,married,secondary,no,2,yes,no,unknown,2008-05-20,182,2,-1,0,unknown,yes
15776605,35,services,married,secondary,no,4170,yes,no,unknown,2008-05-20,1777,1,-1,0,unknown,yes
15804919,34,technician,single,secondary,no,85,yes,no,unknown,2008-05-20,1182,4,-1,0,unknown,yes
15613854,31,admin.,single,secondary,no,431,yes,yes,unknown,2008-05-20,1045,1,-1,0,unknown,yes
15599195,44,technician,divorced,secondary,no,982,yes,no,unknown,2008-05-20,650,3,-1,0,unknown,yes
15812878,36,blue-collar,married,primary,no,408,yes,yes,unknown,2008-05-20,1063,2,-1,0,unknown,yes
15602312,35,blue-collar,married,unknown,no,4822,yes,no,unknown,2008-05-20,843,2,-1,0,unknown,yes
15744689,41,blue-collar,married,primary,no,1250,yes,no,unknown,2008-05-20,1392,2,-1,0,unknown,yes
15803526,31,blue-collar,single,primary,no,216,yes,no,unknown,2008-05-21,565,1,-1,0,unknown,yes
15665790,34,blue-collar,married,secondary,no,1207,yes,no,unknown,2008-05-21,905,1,-1,0,unknown,yes
15715951,32,technician,married,secondary,no,791,yes,no,unknown,2008-05-21,783,2,-1,0,unknown,yes
15591100,36,management,married,tertiary,no,849,yes,yes,unknown,2008-05-21,958,2,-1,0,unknown,yes
15609618,30,blue-collar,single,secondary,yes,239,yes,no,unknown,2008-05-21,412,1,-1,0,unknown,yes
15675522,37,technician,single,secondary,no,1211,yes,no,unknown,2008-05-21,795,1,-1,0,unknown,yes
15705512,36,blue-collar,married,primary,no,599,yes,no,unknown,2008-05-21,649,2,-1,0,unknown,yes
15698028,31,management,single,tertiary,no,825,yes,no,unknown,2008-05-21,506,2,-1,0,unknown,yes
15661670,27,technician,married,secondary,no,2183,yes,yes,unknown,2008-05-21,857,1,-1,0,unknown,yes
15600781,34,retired,married,primary,no,4499,no,no,unknown,2008-05-21,1681,1,-1,0,unknown,yes
15682472,30,technician,single,tertiary,no,1289,yes,no,unknown,2008-05-21,1697,2,-1,0,unknown,yes
15580203,32,technician,single,tertiary,no,4665,yes,no,unknown,2008-05-21,860,2,-1,0,unknown,yes
15690673,37,technician,single,secondary,no,3326,yes,no,unknown,2008-05-21,799,1,-1,0,unknown,yes
15760085,32,blue-collar,married,secondary,no,783,yes,no,unknown,2008-05-21,923,3,-1,0,unknown,yes
15779659,33,blue-collar,married,secondary,no,0,yes,no,unknown,2008-05-21,521,3,-1,0,unknown,yes
15627360,35,blue-collar,married,primary,no,994,yes,no,unknown,2008-05-23,1349,8,-1,0,unknown,yes
15671137,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,2008-05-23,736,2,-1,0,unknown,yes
15782688,30,blue-collar,single,secondary,no,239,yes,no,unknown,2008-05-23,785,1,-1,0,unknown,yes
15575492,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,2008-05-23,1030,1,-1,0,unknown,yes
15591607,45,admin.,married,secondary,no,149,yes,no,unknown,2008-05-23,893,3,-1,0,unknown,yes
15740404,33,blue-collar,married,secondary,no,1464,yes,no,unknown,2008-05-23,588,3,-1,0,unknown,yes
15718369,44,management,divorced,tertiary,no,5773,no,no,unknown,2008-05-23,597,6,-1,0,unknown,yes
15677871,40,blue-collar,married,primary,no,278,yes,no,unknown,2008-05-23,1015,3,-1,0,unknown,yes
15642004,31,blue-collar,married,secondary,no,2910,yes,no,unknown,2008-05-23,1392,2,-1,0,unknown,yes
15712543,30,technician,married,tertiary,no,541,yes,no,unknown,2008-05-26,414,2,-1,0,unknown,yes
15584518,44,technician,divorced,secondary,no,1262,yes,no,unknown,2008-05-26,788,11,-1,0,unknown,yes
15802381,34,services,married,secondary,no,-538,yes,no,unknown,2008-05-26,682,1,-1,0,unknown,yes
15610156,37,blue-collar,married,secondary,no,125,no,no,unknown,2008-05-26,679,2,-1,0,unknown,yes
15594408,28,self-employed,single,tertiary,no,0,yes,no,unknown,2008-05-26,1560,2,-1,0,unknown,yes
15640905,32,admin.,single,secondary,no,620,yes,no,unknown,2008-05-26,1234,3,-1,0,unknown,yes
15698932,37,blue-collar,divorced,secondary,no,316,yes,no,unknown,2008-05-26,642,2,-1,0,unknown,yes
15724944,34,management,married,tertiary,no,2287,yes,no,unknown,2008-05-26,895,4,-1,0,unknown,yes
15628145,38,admin.,divorced,secondary,no,198,yes,no,unknown,2008-05-26,431,2,-1,0,unknown,yes
15713483,28,admin.,single,secondary,no,460,yes,no,unknown,2008-05-26,741,6,-1,0,unknown,yes
15612350,31,management,divorced,tertiary,no,1145,yes,no,unknown,2008-05-26,1272,4,-1,0,unknown,yes
15800703,59,services,married,secondary,no,-22,yes,no,unknown,2008-05-26,748,3,-1,0,unknown,yes
15705707,24,blue-collar,married,secondary,no,685,yes,no,unknown,2008-05-26,896,3,-1,0,unknown,yes
15754105,26,services,single,secondary,no,901,yes,no,unknown,2008-05-26,764,2,-1,0,unknown,yes
15703264,59,retired,single,secondary,no,351,yes,no,unknown,2008-05-27,1063,5,-1,0,unknown,yes
15794413,30,entrepreneur,single,primary,no,0,yes,yes,unknown,2008-05-27,1051,1,-1,0,unknown,yes
15650237,37,admin.,married,secondary,no,274,yes,no,unknown,2008-05-27,731,3,-1,0,unknown,yes
15759618,30,admin.,single,secondary,no,-213,yes,yes,unknown,2008-05-27,751,1,-1,0,unknown,yes
15811589,25,blue-collar,married,secondary,no,97,yes,no,unknown,2008-05-27,709,1,-1,0,unknown,yes
15689044,44,services,divorced,secondary,no,51,yes,yes,unknown,2008-05-27,3094,2,-1,0,unknown,yes
15709368,29,management,married,tertiary,no,314,no,no,unknown,2008-05-28,938,2,-1,0,unknown,yes
15679145,26,management,single,tertiary,no,6840,yes,no,unknown,2008-05-28,1560,2,-1,0,unknown,yes
15655007,26,technician,single,secondary,no,668,yes,no,unknown,2008-05-28,576,3,-1,0,unknown,yes
15623595,27,services,single,secondary,no,54,yes,no,unknown,2008-05-28,543,2,-1,0,unknown,yes
15589975,25,self-employed,single,secondary,no,1242,yes,no,unknown,2008-05-28,615,2,-1,0,unknown,yes
15804017,28,management,married,secondary,no,292,yes,no,unknown,2008-05-28,507,1,-1,0,unknown,yes
15692132,23,services,single,secondary,no,665,yes,no,unknown,2008-05-28,1183,1,-1,0,unknown,yes
15641122,34,management,single,tertiary,no,1058,yes,no,unknown,2008-05-28,864,2,-1,0,unknown,yes
15630910,28,student,single,secondary,no,949,yes,no,unknown,2008-05-28,1730,1,-1,0,unknown,yes
15680772,51,entrepreneur,married,unknown,no,606,yes,no,unknown,2008-05-28,560,9,-1,0,unknown,yes
15658929,35,blue-collar,married,secondary,no,0,yes,yes,unknown,2008-05-29,543,1,-1,0,unknown,yes
15585388,35,admin.,married,secondary,no,404,yes,no,unknown,2008-05-29,539,1,-1,0,unknown,yes
15724623,56,blue-collar,married,secondary,no,249,yes,no,unknown,2008-05-29,791,2,-1,0,unknown,yes
15588537,45,unemployed,divorced,secondary,no,3354,yes,no,unknown,2008-05-29,746,1,-1,0,unknown,yes
15574692,60,blue-collar,divorced,secondary,no,0,yes,no,unknown,2008-05-29,1207,1,-1,0,unknown,yes
15611325,56,technician,married,secondary,no,589,yes,no,unknown,2008-05-29,535,2,-1,0,unknown,yes
15587562,27,management,single,tertiary,no,12956,yes,no,unknown,2008-05-29,789,3,-1,0,unknown,yes
15613172,30,admin.,married,secondary,no,873,yes,no,unknown,2008-05-29,792,3,-1,0,unknown,yes
15651022,45,blue-collar,divorced,primary,no,594,yes,no,unknown,2008-05-29,833,2,-1,0,unknown,yes
15586310,29,blue-collar,single,secondary,no,-20,yes,no,unknown,2008-05-29,814,2,-1,0,unknown,yes
15625524,38,management,divorced,tertiary,no,4692,yes,no,unknown,2008-05-29,1363,2,-1,0,unknown,yes
15755209,30,blue-collar,married,secondary,no,486,yes,no,unknown,2008-05-29,1109,3,-1,0,unknown,yes
15645248,44,blue-collar,single,primary,no,1593,yes,no,unknown,2008-05-29,828,3,-1,0,unknown,yes
15790355,36,management,single,tertiary,no,7606,yes,no,unknown,2008-05-30,917,1,-1,0,unknown,yes
15762615,38,technician,married,secondary,no,226,yes,no,unknown,2008-05-30,762,3,-1,0,unknown,yes
15625426,36,blue-collar,single,secondary,no,366,yes,yes,unknown,2008-05-30,1133,2,-1,0,unknown,yes
15716334,37,management,divorced,secondary,no,16,yes,no,unknown,2008-05-30,638,1,-1,0,unknown,yes
15789669,35,management,single,tertiary,no,565,yes,no,unknown,2008-05-30,763,1,-1,0,unknown,yes
15621075,38,admin.,divorced,secondary,no,19,yes,no,unknown,2008-05-30,604,2,-1,0,unknown,yes
15810845,40,services,married,primary,no,1082,yes,no,unknown,2008-05-30,854,2,-1,0,unknown,yes
15719377,42,unemployed,divorced,secondary,no,1713,yes,no,unknown,2008-05-30,855,2,-1,0,unknown,yes
15654506,46,management,divorced,tertiary,no,14481,yes,no,unknown,2008-05-30,1269,1,-1,0,unknown,yes
15771977,35,technician,divorced,secondary,no,5724,yes,no,unknown,2008-05-30,691,10,-1,0,unknown,yes
15708710,34,technician,divorced,secondary,no,1451,yes,no,unknown,2008-05-30,1097,15,-1,0,unknown,yes
15726676,32,services,married,secondary,no,-34,yes,no,unknown,2008-05-30,1236,2,-1,0,unknown,yes
15587421,50,unemployed,married,secondary,no,3674,yes,no,unknown,2008-05-30,886,3,-1,0,unknown,yes
15726931,35,blue-collar,married,secondary,no,698,yes,yes,unknown,2008-05-30,1343,3,-1,0,unknown,yes
15771086,36,technician,single,secondary,no,4136,yes,no,unknown,2008-05-30,812,3,-1,0,unknown,yes
15756850,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,2008-05-30,1980,2,-1,0,unknown,yes
15702741,46,management,single,tertiary,no,2904,yes,no,unknown,2008-05-30,984,2,-1,0,unknown,yes
15679200,26,management,single,tertiary,no,1004,yes,no,unknown,2008-05-30,228,2,-1,0,unknown,yes
15594815,45,technician,single,secondary,no,410,yes,no,unknown,2008-05-30,891,4,-1,0,unknown,yes
15635905,31,unemployed,divorced,primary,no,0,yes,no,unknown,2008-05-30,745,12,-1,0,unknown,yes
15777892,29,management,single,tertiary,no,0,yes,no,unknown,2008-05-30,539,12,-1,0,unknown,yes
15656176,53,entrepreneur,single,secondary,no,62,yes,no,unknown,2008-05-30,1044,5,-1,0,unknown,yes
15811127,27,blue-collar,married,primary,no,416,yes,no,unknown,2008-05-30,1193,2,-1,0,unknown,yes
15604482,39,management,married,tertiary,no,2763,yes,no,unknown,2008-06-02,526,2,-1,0,unknown,yes
15622911,36,services,married,secondary,no,2984,yes,no,unknown,2008-06-02,394,1,-1,0,unknown,yes
15600974,41,blue-collar,married,primary,no,143,yes,yes,unknown,2008-06-02,659,2,-1,0,unknown,yes
15727868,36,services,married,primary,no,0,yes,no,unknown,2008-06-02,1036,1,-1,0,unknown,yes
15627801,32,technician,married,secondary,no,696,yes,no,unknown,2008-06-02,815,1,-1,0,unknown,yes
15773039,35,services,married,secondary,no,152,yes,no,unknown,2008-06-02,563,1,-1,0,unknown,yes
15755262,36,management,single,tertiary,no,-78,yes,no,unknown,2008-06-02,1068,1,-1,0,unknown,yes
15679531,35,management,married,tertiary,no,867,yes,no,unknown,2008-06-02,230,3,-1,0,unknown,yes
15684181,30,blue-collar,single,secondary,no,953,yes,no,unknown,2008-06-02,747,2,-1,0,unknown,yes
15612087,42,blue-collar,married,secondary,no,443,yes,no,unknown,2008-06-02,671,5,-1,0,unknown,yes
15752047,42,technician,single,secondary,yes,-1129,yes,no,unknown,2008-06-02,555,5,-1,0,unknown,yes
15624592,32,blue-collar,married,primary,no,415,yes,no,unknown,2008-06-02,777,4,-1,0,unknown,yes
15573152,29,blue-collar,single,secondary,no,260,yes,no,unknown,2008-06-02,707,14,-1,0,unknown,yes
15594917,44,management,divorced,tertiary,yes,-411,yes,no,unknown,2008-06-02,432,4,-1,0,unknown,yes
15785542,32,technician,single,secondary,no,1279,yes,no,unknown,2008-06-03,1173,3,-1,0,unknown,yes
15723488,31,unemployed,married,secondary,no,86,yes,yes,unknown,2008-06-03,963,2,-1,0,unknown,yes
15680920,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,2008-06-03,941,3,-1,0,unknown,yes
15786308,43,entrepreneur,married,secondary,no,0,no,no,unknown,2008-06-03,1025,7,-1,0,unknown,yes
15659366,27,management,single,secondary,no,178,yes,no,unknown,2008-06-03,732,2,-1,0,unknown,yes
15774854,37,services,single,secondary,no,278,yes,no,unknown,2008-06-03,1045,3,-1,0,unknown,yes
15725311,23,services,single,secondary,no,425,yes,no,unknown,2008-06-03,768,1,-1,0,unknown,yes
15787155,25,management,married,primary,no,168,yes,no,unknown,2008-06-03,801,1,-1,0,unknown,yes
15727829,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,2008-06-03,482,2,-1,0,unknown,yes
15733247,47,blue-collar,divorced,primary,no,126,yes,no,unknown,2008-06-03,2456,2,-1,0,unknown,yes
15568748,35,admin.,married,secondary,no,-87,yes,no,unknown,2008-06-03,1363,7,-1,0,unknown,yes
15699029,32,technician,single,tertiary,no,6281,yes,no,unknown,2008-06-03,1336,4,-1,0,unknown,yes
15774393,45,management,divorced,secondary,no,644,yes,no,unknown,2008-06-04,633,1,-1,0,unknown,yes
15676895,30,admin.,divorced,secondary,no,377,yes,no,unknown,2008-06-04,524,15,-1,0,unknown,yes
15637753,29,services,single,secondary,no,-271,yes,no,unknown,2008-06-04,578,1,-1,0,unknown,yes
15605461,38,blue-collar,married,primary,no,5839,yes,no,unknown,2008-06-04,984,2,-1,0,unknown,yes
15808473,23,blue-collar,single,secondary,no,492,yes,no,unknown,2008-06-04,638,1,-1,0,unknown,yes
15627000,27,management,single,tertiary,no,99,yes,no,unknown,2008-06-04,767,2,-1,0,unknown,yes
15787174,27,management,single,tertiary,yes,-713,yes,no,unknown,2008-06-04,525,2,-1,0,unknown,yes
15723886,29,services,single,secondary,no,32,yes,no,unknown,2008-06-04,563,1,-1,0,unknown,yes
15704769,30,self-employed,married,tertiary,no,543,yes,yes,unknown,2008-06-04,1449,6,-1,0,unknown,yes
15772896,36,blue-collar,married,primary,no,403,yes,no,unknown,2008-06-04,920,1,-1,0,unknown,yes
15711540,35,admin.,divorced,secondary,no,437,yes,no,unknown,2008-06-04,908,1,-1,0,unknown,yes
15764866,36,blue-collar,married,secondary,no,1772,no,no,unknown,2008-06-05,208,1,-1,0,unknown,yes
15794056,59,retired,divorced,primary,no,-88,yes,no,unknown,2008-06-05,910,2,-1,0,unknown,yes
15795149,47,entrepreneur,married,secondary,no,0,no,no,unknown,2008-06-05,1446,1,-1,0,unknown,yes
15812009,58,entrepreneur,married,tertiary,no,853,no,no,unknown,2008-06-05,1149,2,-1,0,unknown,yes
15651001,37,management,single,tertiary,no,240,no,no,unknown,2008-06-05,1123,1,-1,0,unknown,yes
15813844,46,admin.,single,secondary,no,849,yes,no,unknown,2008-06-05,508,2,-1,0,unknown,yes
15596175,43,blue-collar,single,secondary,no,318,yes,no,unknown,2008-06-05,736,2,-1,0,unknown,yes
15576269,27,management,single,tertiary,no,703,yes,no,unknown,2008-06-05,590,3,-1,0,unknown,yes
15797219,38,services,divorced,secondary,no,61,no,no,unknown,2008-06-05,636,1,-1,0,unknown,yes
15685500,53,housemaid,married,primary,no,104,no,yes,unknown,2008-06-05,701,1,-1,0,unknown,yes
15599792,47,blue-collar,married,secondary,no,1996,no,no,unknown,2008-06-05,761,2,-1,0,unknown,yes
15657566,56,housemaid,divorced,primary,yes,1238,no,no,unknown,2008-06-05,1558,1,-1,0,unknown,yes
15772423,41,housemaid,married,secondary,no,879,no,no,unknown,2008-06-05,1053,2,-1,0,unknown,yes
15628112,29,self-employed,married,secondary,no,425,yes,no,unknown,2008-06-05,562,15,-1,0,unknown,yes
15753754,50,technician,married,secondary,no,416,yes,no,unknown,2008-06-05,494,5,-1,0,unknown,yes
15793726,45,blue-collar,divorced,primary,no,844,no,no,unknown,2008-06-05,1018,3,-1,0,unknown,yes
15694717,35,blue-collar,married,secondary,no,860,yes,no,unknown,2008-06-05,884,4,-1,0,unknown,yes
15665834,26,technician,single,secondary,no,639,yes,no,unknown,2008-06-06,709,5,-1,0,unknown,yes
15765297,26,admin.,married,secondary,no,710,yes,yes,unknown,2008-06-06,1276,2,-1,0,unknown,yes
15636684,37,blue-collar,married,unknown,no,1508,no,yes,unknown,2008-06-06,381,2,-1,0,unknown,yes
15592979,30,admin.,single,secondary,no,223,yes,no,unknown,2008-06-06,862,11,-1,0,unknown,yes
15750803,38,management,single,tertiary,no,619,yes,no,unknown,2008-06-06,460,4,-1,0,unknown,yes
15607178,37,services,divorced,secondary,no,319,yes,no,unknown,2008-06-06,467,3,-1,0,unknown,yes
